//가이드와 스페셜 퀘스트의 챕터, 제목, 받을때, 진행중, 완료 대사를 입력하며 공통으로 받을 때 에러용 대사가 준비되어야 한다.			
//QuestStringIndex	eng	StringType	Quest Index
1287	At Dungeon Levels 2 and 3, you'll encounter Dark Knights casting darkness in their paths. Defeat 50 Dark Knights and return to me for a reward.	3	469
1288	You are stepping forward again as a true hero.	4	469
1289	At Dungeon Levels 2 and 3, you'll encounter Dark Knights casting darkness in their paths. Defeat 50 Dark Knights and return to me for a reward.	5	469
1290	Situation at the Dungeon (5)	1	470
1291	A group of monsters has appeared at Dungeon Levels 2 and 3 and is attacking our reconnaissance party. I'd like to ask you, traveler, to hunt down these monsters. Will you accept this quest? (Level 131-140)	2	470
1292	At Dungeon Level 2, you'll encounter Thunder Liches that use thunder magic. Defeat 50 Thunder Liches and return to me for a reward.	3	470
1293	You are stepping forward again as a true hero.	4	470
1294	At Dungeon Level 2, you'll encounter Thunder Liches that use thunder magic. Defeat 50 Thunder Liches and return to me for a reward.	5	470
1295	Situation at the Dungeon (6)	1	471
1296	Our continued assault on the Dungeon has secured a somewhat secure entryway. However, there are still monsters hindering the efforts of our reconnaissance party. Will you accept this quest? (Level 141-160)	2	471
1297	At Dungeon Level 2, you'll encounter poison-drooling Poison Bull Fighters. Defeat 50 Poison Bull Fighters and return to me for a reward.	3	471
1298	You are stepping forward again as a true hero.	4	471
1299	At Dungeon Level 2, you'll encounter poison-drooling Poison Bull Fighters. Defeat 50 Poison Bull Fighters and return to me for a reward.	5	471
1300	Situation at the Dungeon (6)	1	472
1301	Our continued assault on the Dungeon has secured a somewhat secure entryway. However, there are still monsters hindering the efforts of our reconnaissance party. Will you accept this quest? (Level 141-160)	2	472
1302	At Dungeon Level 2, you'll encounter poison-drooling Poison Bull Fighters. Defeat 50 Poison Bull Fighters and return to me for a reward.	3	472
1303	You are stepping forward again as a true hero.	4	472
1304	At Dungeon Level 2, you'll encounter poison-drooling Poison Bull Fighters. Defeat 50 Poison Bull Fighters and return to me for a reward.	5	472
1305	Continuing Requests for Help (1)	1	473
1306	Our reconnaissance party reports that some low-ranking monsters are causing quite a headache for them. I wish to ask for your help in eliminating these monsters. Will you accept this quest? (Level 161-165)	2	473
1307	At the Lost Tower Level 1, you'll encounter Shadows, which are embodiments of evil intent. Defeat 50 Shadows and return to me for a reward.	3	473
1308	You are stepping forward again as a true hero.	4	473
1309	At the Lost Tower Level 1, you'll encounter Shadows, which are embodiments of evil intent. Defeat 50 Shadows and return to me for a reward.	5	473
1310	Continuing Requests for Help (1)	1	474
1311	Our reconnaissance party reports that some low-ranking monsters are causing quite a headache for them. I wish to ask for your help in eliminating these monsters. Will you accept this quest? (Level 161-165)	2	474
1312	At Devias 4, you'll encounter Yetis' leaders. Defeat 50 Elite Yetis and return to me for a reward.	3	474
1313	You are stepping forward again as a true hero.	4	474
1314	At Devias 4, you'll encounter Yetis' leaders. Defeat 50 Elite Yetis and return to me for a reward.	5	474
1315	Continuing Requests for Help (2)	1	475
1316	The reconnaissance party has sent us a request. They say doing away with the higher ranking monsters that control the low-ranking ones will make their work much easier. Defeat these monsters. Will you accept this quest? (Level 166-170)	2	475
1317	At the Lost Tower Levels 1 and 2, you'll encounter Poison Shadows, which are poison-spewing embodiments of evil intent. Defeat 50 Poison Shadows and return to me for a reward.	3	475
1318	You are stepping forward again as a true hero.	4	475
1319	At the Lost Tower Levels 1 and 2, you'll encounter Poison Shadows, which are poison-spewing embodiments of evil intent. Defeat 50 Poison Shadows and return to me for a reward.	5	475
1320	Continuing Requests for Help (2)	1	476
1321	The reconnaissance party has sent us a request. They say doing away with the higher ranking monsters that control the low-ranking ones will make their work much easier. Defeat these monsters. Will you accept this quest? (Level 166-170)	2	476
1322	At Elveland 3 (179, 81), you'll encounter foul, furry creatures. Defeat 50 Grizzlies and return to me for a reward.	3	476
1323	You are stepping forward again as a true hero.	4	476
1324	At Elveland 3 (179, 81), you'll encounter foul, furry creatures. Defeat 50 Grizzlies and return to me for a reward.	5	476
1325	Continuing Requests for Help (3)	1	477
1326	The reconnaissance party reports the situation has much improved. I thank you on behalf of our captain. However, there are still monsters interfering with our scouting efforts. It seems these monsters are somewhat higher in rank than the ones before and are proving to be difficult to deal with. I wish to ask for your help in eliminating these monsters. Will you accept this quest? (Level 171-179)	2	477
1327	At the Lost Tower Levels 2 and 3, you'll encounter corrupt beings known as Cursed Wizards. Defeat 50 Cursed Wizards and return to me for a reward.	3	477
1328	You are stepping forward again as a true hero.	4	477
1329	At the Lost Tower Levels 2 and 3, you'll encounter corrupt beings known as Cursed Wizards. Defeat 50 Cursed Wizards and return to me for a reward.	5	477
1330	Continuing Requests for Help (3)	1	478
1331	The reconnaissance party reports the situation has much improved. I thank you on behalf of our captain. However, there are still monsters interfering with our scouting efforts. It seems these monsters are somewhat higher in rank than the ones before and are proving to be difficult to deal with. I wish to ask for your help in eliminating these monsters. Will you accept this quest? (Level 171-179)	2	478
1332	At Elveland 3 (203, 37), you'll encounter the captains of foul, furry creatures known as Grizzlies. Defeat 50 Captain Grizzlies and return to me for a reward.	3	478
1333	You are stepping forward again as a true hero.	4	478
1334	At Elveland 3 (203, 37), you'll encounter the captains of foul, furry creatures known as Grizzlies. Defeat 50 Captain Grizzlies and return to me for a reward.	5	478
1335	Continuing Requests for Help (4)	1	479
1336	The reconnaissance party is struggling with surprise attacks against them. I wish to ask for your help in eliminating these monsters. Will you accept this quest? (Level 180-189)	2	479
1337	At the Lost Tower Levels 3 and 4, you'll encounter Death Cows and their cloud of evil energy. Defeat 50 Death Cows and return to me for a reward.	3	479
1338	You are stepping forward again as a true hero.	4	479
1339	At the Lost Tower Levels 3 and 4, you'll encounter Death Cows and their cloud of evil energy. Defeat 50 Death Cows and return to me for a reward.	5	479
1340	Continuing Requests for Help (4)	1	480
1341	The reconnaissance party is struggling with surprise attacks against them. I wish to ask for your help in eliminating these monsters. Will you accept this quest? (Level 180-189)	2	480
1342	At the Lost Tower Level 1, you'll encounter Shadows, which are embodiments of evil intent. Defeat 50 Shadows and return to me for a reward.	3	480
1343	You are stepping forward again as a true hero.	4	480
1344	At the Lost Tower Level 1, you'll encounter Shadows, which are embodiments of evil intent. Defeat 50 Shadows and return to me for a reward.	5	480
1345	Continuing Attacks on Barriers (1)	1	481
1346	There is now a unit of monsters ceaselessly attacking our barrier that contains the energy of the Lost Tower. Devils and Cursed Wizards appear to be inflicting the most amount of damage on the barrier. Will you eliminate these monsters for us? (Level 191-199)	2	481
1347	Go to the Lost Tower Levels 4 through 6, and you'll encounter Devils that use dark magic. Defeat 50 Devils and return to me for a reward.	3	481
1348	You are stepping forward again as a true hero.	4	481
1349	Go to the Lost Tower Levels 4 through 6, and you'll encounter Devils that use dark magic. Defeat 50 Devils and return to me for a reward.	5	481
1350	Continuing Attacks on Barriers (1)	1	482
1351	There is now a unit of monsters ceaselessly attacking our barrier that contains the energy of the Lost Tower. Devils and Cursed Wizards appear to be inflicting the most amount of damage on the barrier. Will you eliminate these monsters for us? (Level 191-199)	2	482
1352	At the Lost Tower Levels 2 and 3, you'll encounter corrupt beings known as Cursed Wizards. Defeat 50 Cursed Wizards and return to me for a reward.	3	482
1353	You are stepping forward again as a true hero.	4	482
1354	At the Lost Tower Levels 2 and 3, you'll encounter corrupt beings known as Cursed Wizards. Defeat 50 Cursed Wizards and return to me for a reward.	5	482
1355	Continuing Attacks on Barriers (2)	1	483
1356	Many of the monsters that attacked our barrier have been dealt with, but their superiors are now physically attacking the barrier. Will you eliminate these monsters for us? (Level 200-209)	2	483
1357	At the Lost Tower Levels 5 and 6, you'll encounter Death Knights that were begotten from evil. Defeat 50 Death Knights and return to me for a reward.	3	483
1358	You are stepping forward again as a true hero.	4	483
1359	At the Lost Tower Levels 5 and 6, you'll encounter Death Knights that were begotten from evil. Defeat 50 Death Knights and return to me for a reward.	5	483
1360	Continuing Attacks on Barriers (2)	1	484
1361	Many of the monsters that attacked our barrier have been dealt with, but their superiors are now physically attacking the barrier. Will you eliminate these monsters for us? (Level 200-209)	2	484
1362	At the Lost Tower Levels 3 and 4, you'll encounter Death Cows and their cloud of evil energy. Defeat 50 Death Cows and return to me for a reward.	3	484
1363	You are stepping forward again as a true hero.	4	484
1364	At the Lost Tower Levels 3 and 4, you'll encounter Death Cows and their cloud of evil energy. Defeat 50 Death Cows and return to me for a reward.	5	484
1365	Continuing Attacks on Barriers (3)	1	485
1366	The barrier at the Lost Tower is now somewhat stable and secure. However, there are still high-ranking monsters looking to take advantage of any chance they can get. Will you eliminate these monsters for us? (Level 210-219)	2	485
1367	At the Lost Tower Level 7, you'll encounter Death Gorgons that have become stronger through death. Defeat 60 Death Gorgons and return to me for a reward.	3	485
1368	You are stepping forward again as a true hero.	4	485
1369	At the Lost Tower Level 7, you'll encounter Death Gorgons that have become stronger through death. Defeat 60 Death Gorgons and return to me for a reward.	5	485
1370	Continuing Attacks on Barriers (3)	1	486
1371	The barrier at the Lost Tower is now somewhat stable and secure. However, there are still high-ranking monsters looking to take advantage of any chance they can get. Will you eliminate these monsters for us? (Level 210-219)	2	486
1372	Go to the Lost Tower Levels 4 through 6, and you'll encounter Devils that use dark magic. Defeat 60 Devils and return to me for a reward.	3	486
1373	You are stepping forward again as a true hero.	4	486
1374	Go to the Lost Tower Levels 4 through 6, and you'll encounter Devils that use dark magic. Defeat 60 Devils and return to me for a reward.	5	486
1375	Clearing a Path to Icarus - Unrepeatable	1	487
1376	There is a place called Icarus, which is accessible through the topmost level of the Lost Tower. You can reach the level if you have the ability to fly. However, a group of monsters has emerged and is now blocking entry into Icarus. Will you eliminate these monsters for us? (Level 220-229)	2	487
1377	At the Lost Tower Levels 5 and 6, you'll encounter Death Knights that were begotten from evil. Defeat 60 Death Knights and return to me for a reward.	3	487
1378	You are stepping forward again as a true hero.	4	487
1379	At the Lost Tower Levels 5 and 6, you'll encounter Death Knights that were begotten from evil. Defeat 60 Death Knights and return to me for a reward.	5	487
1380	Clearing a Path to Icarus - Unrepeatable	1	488
1381	There is a place called Icarus, which is accessible through the topmost level of the Lost Tower. You can reach the level if you have the ability to fly. However, a group of monsters has emerged and is now blocking entry into Icarus. Will you eliminate these monsters for us? (Level 220-229)	2	488
1382	At the Lost Tower Levels 5 and 6, you'll encounter Death Knights that were begotten from evil. Defeat 60 Death Knights and return to me for a reward.	3	488
1383	You are stepping forward again as a true hero.	4	488
1384	At the Lost Tower Levels 5 and 6, you'll encounter Death Knights that were begotten from evil. Defeat 60 Death Knights and return to me for a reward.	5	488
1385	Clearing a Path to Icarus	1	489
1386	There is a place called Icarus, which is accessible through the topmost level of the Lost Tower. You can reach the level if you have the ability to fly. However, a group of monsters has emerged and is now blocking entry into Icarus. Will you eliminate these monsters for us? (Level 220-229)	2	489
1387	At the Lost Tower Levels 5 and 6, you'll encounter Death Knights that were begotten from evil. Defeat 60 Death Knights and return to me for a reward.	3	489
1388	You are stepping forward again as a true hero.	4	489
1389	At the Lost Tower Levels 5 and 6, you'll encounter Death Knights that were begotten from evil. Defeat 60 Death Knights and return to me for a reward.	5	489
1390	Clearing a Path to Icarus	1	490
1391	There is a place called Icarus, which is accessible through the topmost level of the Lost Tower. You can reach the level if you have the ability to fly. However, a group of monsters has emerged and is now blocking entry into Icarus. Will you eliminate these monsters for us? (Level 220-229)	2	490
1392	At the Lost Tower Levels 5 and 6, you'll encounter Death Knights that were begotten from evil. Defeat 60 Death Knights and return to me for a reward.	3	490
1393	You are stepping forward again as a true hero.	4	490
1394	At the Lost Tower Levels 5 and 6, you'll encounter Death Knights that were begotten from evil. Defeat 60 Death Knights and return to me for a reward.	5	490
1395	Advancement of the Reconnaissance Party (1) - Unrepeatable	1	491
1396	One of the places our reconnaissance party hasn't been able to reach is the Tarkan desert. The reasons behind their failure include the harsh environment and most importantly the monsters known as Mutants. Will you eliminate these Mutants to allow our reconnaissance party to advance? (Level 230-234)	2	491
1397	At Tarkan 1, you'll encounter giant axe-wielding Mutants. Defeat 60 Mutants and return to me for a reward.	3	491
1398	You are stepping forward again as a true hero.	4	491
1399	At Tarkan 1, you'll encounter giant axe-wielding Mutants. Defeat 60 Mutants and return to me for a reward.	5	491
1400	Advancement of the Reconnaissance Party (1)	1	492
1401	One of the places our reconnaissance party hasn't been able to reach is the Tarkan desert. The reasons behind their failure include the harsh environment and most importantly the monsters known as Mutants. Will you eliminate these Mutants to allow our reconnaissance party to advance? (Level 230-234)	2	492
1402	At Tarkan 1, you'll encounter giant axe-wielding Mutants. Defeat 60 Mutants and return to me for a reward.	3	492
1403	You are stepping forward again as a true hero.	4	492
1404	At Tarkan 1, you'll encounter giant axe-wielding Mutants. Defeat 60 Mutants and return to me for a reward.	5	492
1405	Advancement of the Reconnaissance Party (2) - Unrepeatable	1	493
1406	The reconnaissance party has successfully made their way into Tarkan, but are now forced to deal with Bloody Wolves. They are higher-ranking than monsters. I wish to ask for your help in eliminating these Bloody Wolves. Will you accept? (Level 235-239)	2	493
1407	At Tarkan 1, you'll encounter Bloody Wolves and their scent of death. Defeat 60 Bloody Wolves and return to me for a reward.	3	493
1408	You are stepping forward again as a true hero.	4	493
1409	At Tarkan 1, you'll encounter Bloody Wolves and their scent of death. Defeat 60 Bloody Wolves and return to me for a reward.	5	493
1410	Advancement of the Reconnaissance Party (2)	1	494
1411	The reconnaissance party has successfully made their way into Tarkan, but are now forced to deal with Bloody Wolves. They are higher-ranking than monsters. I wish to ask for your help in eliminating these Bloody Wolves. Will you accept? (Level 235-239)	2	494
1412	At Tarkan 1, you'll encounter Bloody Wolves and their scent of death. Defeat 60 Bloody Wolves and return to me for a reward.	3	494
1413	You are stepping forward again as a true hero.	4	494
1414	At Tarkan 1, you'll encounter Bloody Wolves and their scent of death. Defeat 60 Bloody Wolves and return to me for a reward.	5	494
1415	Advancement of the Reconnaissance Party (3) - Unrepeatable	1	495
1416	The monsters are behaving oddly. It seems Iron Wheels who rank higher than Bloody Wolves, are plotting something. I wish to ask for your help in eliminating these Iron Wheels. Will you accept? (Level 240-244)	2	495
1417	Go to the area between Tarkan 1 and Tarkan 2, and you will see these assassins known as Iron Wheels. Defeat 60 Iron Wheels and return to me for a reward.	3	495
1418	You are stepping forward again as a true hero.	4	495
1419	Go to the area between Tarkan 1 and Tarkan 2, and you will see these assassins known as Iron Wheels. Defeat 60 Iron Wheels and return to me for a reward.	5	495
1420	Advancement of the Reconnaissance Party (3)	1	496
1421	The monsters are behaving oddly. It seems Iron Wheels who rank higher than Bloody Wolves, are plotting something. I wish to ask for your help in eliminating these Iron Wheels. Will you accept? (Level 240-244)	2	496
1422	Go to the area between Tarkan 1 and Tarkan 2, and you will see these assassins known as Iron Wheels. Defeat 60 Iron Wheels and return to me for a reward.	3	496
1423	You are stepping forward again as a true hero.	4	496
1424	Go to the area between Tarkan 1 and Tarkan 2, and you will see these assassins known as Iron Wheels. Defeat 60 Iron Wheels and return to me for a reward.	5	496
1425	Road to the Floating Castle (1) - Unrepeatable	1	497
1426	Alquamoses are the most troublesome creatures in Icarus, the path that leads to the Floating Castle. Stardust used by Alquamoses is proving to be devastating to our reconnaissance party. Will you eliminate these Alquamoses to allow our reconnaissance party to advance? (Level 245-249)	2	497
1427	At Icarus, you'll encounter stardust-carrying Alquamoses. Defeat 80 Alquamoses and return to me for a reward.	3	497
1428	You are stepping forward again as a true hero.	4	497
1429	At Icarus, you'll encounter stardust-carrying Alquamoses. Defeat 80 Alquamoses and return to me for a reward.	5	497
1430	Road to the Floating Castle (1)	1	498
1431	Alquamoses are the most troublesome creatures in Icarus, the path that leads to the Floating Castle. Stardust used by Alquamoses is proving to be devastating to our reconnaissance party. Will you eliminate these Alquamoses to allow our reconnaissance party to advance? (Level 245-249)	2	498
1432	At Icarus, you'll encounter stardust-carrying Alquamoses. Defeat 80 Alquamoses and return to me for a reward.	3	498
1433	You are stepping forward again as a true hero.	4	498
1434	At Icarus, you'll encounter stardust-carrying Alquamoses. Defeat 80 Alquamoses and return to me for a reward.	5	498
1435	Road to the Floating Castle (2) - Unrepeatable	1	499
1436	Mega Crusts who rank higher than Alquamoses, are planning something in Icarus. Whatever they are planning, it will likely harm our reconnaissance party. Will you help eliminate more of these Mega Crusts? (Level 250-254)	2	499
1437	The number of Mega Crusts has not diminished, and our reconnaissance party continues to take on losses. Will you help eliminate more of these Mega Crusts? (Level 250-254)	3	499
1438	You are stepping forward again as a true hero.	4	499
1439	The number of Mega Crusts has not diminished, and our reconnaissance party continues to take on losses. Will you help eliminate more of these Mega Crusts? (Level 250-254)	5	499
1440	Road to the Floating Castle (2)	1	500
1441	Mega Crusts who rank higher than Alquamoses, are planning something in Icarus. Whatever they are planning, it will likely harm our reconnaissance party. Will you help eliminate more of these Mega Crusts? (Level 250-254)	2	500
1442	The number of Mega Crusts has not diminished, and our reconnaissance party continues to take on losses. Will you help eliminate more of these Mega Crusts? (Level 250-254)	3	500
1443	You are stepping forward again as a true hero.	4	500
1444	The number of Mega Crusts has not diminished, and our reconnaissance party continues to take on losses. Will you help eliminate more of these Mega Crusts? (Level 250-254)	5	500
1445	Road to the Floating Castle (3) - Unrepeatable	1	501
1446	Our entry into the Floating Castle has been hampered mostly by Queen Rainiers. It appears Queen Rainiers are controlling Mega Crusts and Alquamoses from behind the scenes. I wish to ask for your help in eliminating these Queen Rainiers. Will you accept? (Level 255-259)	2	501
1447	At Icarus, you'll encounter Queen Rainiers, which disguise their deathly aura with beauty. Defeat 80 Queen Rainiers and return to me for a reward.	3	501
1448	You are stepping forward again as a true hero.	4	501
1449	At Icarus, you'll encounter Queen Rainiers, which disguise their deathly aura with beauty. Defeat 80 Queen Rainiers and return to me for a reward.	5	501
1450	Road to the Floating Castle (3)	1	502
1451	Our entry into the Floating Castle has been hampered mostly by Queen Rainiers. It appears Queen Rainiers are controlling Mega Crusts and Alquamoses from behind the scenes. I wish to ask for your help in eliminating these Queen Rainiers. Will you accept? (Level 255-259)	2	502
1452	At Icarus, you'll encounter Queen Rainiers, which disguise their deathly aura with beauty. Defeat 80 Queen Rainiers and return to me for a reward.	3	502
1453	You are stepping forward again as a true hero.	4	502
1454	At Icarus, you'll encounter Queen Rainiers, which disguise their deathly aura with beauty. Defeat 80 Queen Rainiers and return to me for a reward.	5	502
1455	Watchers of Kundun (1)	1	503
1456	The Shadow Phantom unit reported that the Watchers of Kundun are short of some important supplies. I'm giving a quest with a handsome reward to those who bring me the supply for the Watchers. Are you interested? (Level 260-289)	2	503
1457	Hold on, I will find a quest suitable for you. Wait a moment please.	2	503
1458	Recently the Shadow Phantom unit in Tarkan Desert is frequently attacked. Go to Tarkan and kill 100 monsters. I will reward you when you come back and report me.	2	503
1459	Defeat 100 monsters in Tarkan and come back. I will give you the next quest when you return.	3	503
1460	Thank you for your help. Here's the next quest.	4	503
1461	Defeat 100 monsters in Tarkan and come back. I will give you one of the random rewards.	5	503
1462	Request from Shadow Phantom Unit (1)	1	504
1463	Shadow Phantom unit reported that the Watchers of Kundun are short of some important supplies. I'm giving a quest with a handsome reward to those who bring me the supply for the Watchers. Are you interested? (Level 260-289)	2	504
1464	Hold on, I will find a quest suitable for you. Wait a moment please.	2	504
1465	Shadow Phantom unit in Tarkan is currently short of weapons. Find 'Staff of Resurrection' and bring it to me. I will reward you when you come back.	2	504
1466	Obtain 'Staff of Resurrection' and come back. I will give you one of the random rewards.	3	504
1467	Thank you for your help. Here's the next quest.	4	504
1468	Obtain 'Staff of Resurrection' and come back. I will give you one of the random rewards.	5	504
1469	Request from Shadow Phantom Unit (Reward)	1	505
1470	Shadow Phantom unit reported that the Watchers of Kundun are short of some important supplies. I'm giving a quest with a handsome reward to those who bring me the supply for the Watchers. Are you interested? (Level 260-289)	2	505
1471	Hold on, I will find a quest suitable for you. Wait a moment please.	2	505
1472	Shadow Phantom unit in Tarkan is currently short of mounts. Find 'Horn of Uniria' and bring it to me. I will reward you when you come back.	2	505
1473	Obtain 'Horn of Uniria' and come back. I will give you one of the random rewards.	3	505
1474	Thank you for your help. Here's your reward.	4	505
1475	Obtain 'Horn of Uniria' and come back. I will give you one of the random rewards.	5	505
1476	Watchers of Kundun (1)	1	506
1477	Shadow Phantom unit reported that the Watchers of Kundun are short of some important supplies. I'm giving a quest with a handsome reward to those who bring me the supply for the Watchers. Are you interested? (Level 290-319)	2	506
1478	Hold on, I will find a quest suitable for you. Wait a moment please.	2	506
1479	Recently the Shadow Phantom unit in Icarus is frequently attacked. Go to Icarus  and hunt 100 monsters. I will give you the next quest when you return.	2	506
1480	Defeat 100 monsters in Icarus and come back. I will give you the next quest when you return.	3	506
1481	Thank you for your help. Here's the next quest.	4	506
1482	Defeat 100 monsters in Icarus and come back. I will give you one of the random rewards.	5	506
1483	Request from Shadow Phantom Unit (2)	1	507
1484	Shadow Phantom unit reported that the Watchers of Kundun are short of some important supplies. I'm giving a quest with a handsome reward to those who bring me the supply for the Watchers. Are you interested? (Level 290-319)	2	507
1485	Hold on, I will find a quest suitable for you. Wait a moment please.	2	507
1486	Shadow Phantom unit in Tarkan is currently short of weapons. Find 'Sword of Destruction' and bring it to me. I will give you the next quest when you return.	2	507
1487	Obtain 'Sword of Destruction' and come back. I will give you the next quest when you return.	3	507
1488	Thank you for your help. Here's the next quest.	4	507
1489	Obtain 'Sword of Destruction' and come back. I will give you one of the random rewards.	5	507
1490	Request from Shadow Phantom Unit (Reward)	1	508
1491	Shadow Phantom unit reported that the Watchers of Kundun are short of some important supplies. I'm giving a quest with a handsome reward to those who bring me the supply for the Watchers. Are you interested? (Level 290-319)	2	508
1492	Hold on, I will find a quest suitable for you. Wait a moment please.	2	508
1493	Shadow Phantom unit in Icarus is currently short of weapons. Find 'Crystal Sword' and bring it to me. I will reward you when you come back.	2	508
1494	Obtain 'Crystal Sword' and come back. I will give you one of the random rewards.	3	508
1495	Thank you for your help. Here's your reward.	4	508
1496	Obtain 'Crystal Sword' and come back. I will give you one of the random rewards.	5	508
1497	Watchers of Kundun (1)	1	509
1498	Shadow Phantom unit reported that the Watchers of Kundun are short of some important supplies. I'm giving a quest with a handsome reward to those who bring me the supply for the Watchers. Are you interested? (Level 320-349)	2	509
1499	Hold on, I will find a quest suitable for you. Wait a moment please.	2	509
1500	Recently the Shadow Phantom unit in Kanturu Ruins is frequently attacked. Go to Kanturu Ruins and hunt 100 monsters.  will give you the next quest when you return.	2	509
1501	Go to Kanturu Ruins and kill 100 monsters. I will reward you when you come back and report me.	3	509
1502	Thank you for your help. Here's the next quest.	4	509
1503	Defeat 100 monsters in Kanturu Ruins and come back. I will give you one of the random rewards.	5	509
1504	Request from Shadow Phantom Unit (Reward)	1	510
1505	Shadow Phantom unit reported that the Watchers of Kundun are short of some important supplies. I'm giving a quest with a handsome reward to those who bring me the supply for the Watchers. Are you interested? (Level 320-349)	2	510
1506	Hold on, I will find a quest suitable for you. Wait a moment please.	2	510
1507	Shadow Phantom unit in Kanturu Ruins is currently short of weapons. Find 'Ancient Stick' and bring it to me. I will reward you when you come back.	2	510
1508	Obtain 'Ancient Stick' and come back. I will give you one of the random rewards.	3	510
1509	Thank you for your help. Here's your reward.	4	510
1510	Obtain 'Ancient Stick' and come back. I will give you one of the random rewards.	5	510
1511	The presence of the mercenary guild (Lv. 350+)	1	511
1512	Talk to the Mercenary Guild Manager Tercia. (Lv. 350+)	5	511
1513	Mercenary Guild Office?	1	512
1514	Welcome to the newly founded Devias branch of the mercenary guild. We're the one who stopped Kundun's Army along with the 5 major clans but now most of the veterans have retired. So we decided to adopt the Free Mercenary system as we open this guild office.	2	512
1515	Free mercenary doesn't really belong to the mercenary guild anybody can receive a request and get the reward only if he or she has certain sum of money for registration. We take the deposit for each request, but it's fully refundable as you finish the request. Don't you worry. We request you what you can handle.	2	512
1516	1 million Zen for free mercenary registration and 500,000 Zen for deposit. Will you register as a free mercenary now? (Lv. 350+)	2	512
1517	A wise decision. Give me 1 million Zen and I will sign you up right away.	4	512
1518	Spend 1,000,000 Zen to join Mercenary Guild.	5	512
1519	Request from the Priestess (Monday)	1	513
1520	Talk to the Priestess Beina. (Monday)	5	513
1521	Commission from the Priestess (Monday)	1	514
1522	Hi, I'm Priestess Beina, protector of this Underwater Temple. This temple is Kundun's first target since Etramu keeps his body in the sealed stone. We're always short of fighters so I request help to the mercenary guild. Would you check the request? (Lv. 350-400)	2	514
1523	Please come back later when you are ready.	4	514
1524	Carry out the request of Priestess.	5	514
1525	Peace of the Hero (Monday)	1	515
1526	I'd like to ask you to eliminate Kundun's combatants who attack the temple entrance. Go to Kalima 7 and kill 100 monsters. I will reward you when you come back and report me.	2	515
1527	Go to Kalima 7 and kill 100 monsters. I will reward you when you come back and report me.	3	515
1528	Well done. Please come back every Monday.	4	515
1529	Defeat 100 monsters in Kalima 7 and receive reward from the Priestess.	5	515
1530	Call from Wandering Merchant Zyro -1 (Tuesday)	1	516
1531	Find to the location of Wandering Merchant Zyro in Lorencia. (Tuesday)	5	516
1532	Call from Wandering Merchant Zyro -2 (Tuesday)	1	517
1533	Find to the location of Wandering Merchant Zyro in Noria. (Tuesday)	5	517
1534	Call from Wandering Merchant Zyro -3 (Tuesday)	1	518
1535	Find to the location of Wandering Merchant Zyro in Elbeland. (Tuesday)	5	518
1536	Call from Wandering Merchant Zyro -4 (Tuesday)	1	519
1537	Find to the location of Wandering Merchant Zyro in Devias. (Tuesday)	5	519
1538	Find Zyro the General Goods Merchant (Tuesday)	1	520
1539	What can I help you? Ah… you're the one from the mercenary guild! Speaking frankly, I would never have requested the mercenary guild if I had had any other option… Well, never mind.	2	520
1540	Please come back later when you are ready.	4	520
1541	Find Merchant Zyro and carry out his request.	5	520
1542	Obtain Rare Jewels (Turesday)	1	521
1543	There is a rare jewel Witch Queens in Aida carry on them. It's so beautiful as to captivate Witch Queens with such brilliance. Naturally, it's extremely expensive in the market. (Lv. 350 - 400)	2	521
1544	The ladies in a queue threaten me so I had to ask the mercenary guild.	2	521
1545	Obtain 10 'Kalt Stones' that Witch Queens from Aida  carry on. 	3	521
1546	Well done. Please come back every Tuesday.	4	521
1547	Obtain 10 'Kalt Stones' that Witch Queens from Aida  carry on. 	5	521
1548	Request from Gens Duprian (Wednesday)	1	522
1549	Talk to the Gens Duprian. (Wednesday)	5	522
1550	Call from the Gens (Wednesday)	1	523
1551	How have you been? On behalf of the master of our clan, I thank you for answering the call of the clan. I personally hate to let the wandering mercenaries do this job, so I requested to send someone of the clan. I hope this didn't offend you. (Lv. 350-400)	2	523
1552	Please come back later when you are ready.	4	523
1553	Find Gens Duprian and carry out his request.	5	523
1554	Expanding Bussiness (Wednesday)	1	524
1555	Recently things get in the way of the clan's business. Especially things in Vulcanus are the worst.	2	524
1556	We did some investigation and our people got killed by the assassins. Please go to Vulcanus and eliminate monsters.	2	524
1557	Defeat 100 monsters in Vulcanus and return.	3	524
1558	Well done. Please come back every Wednsday	4	524
1559	Defeat 100 monsters in Vulcanus and return.	5	524
1560	Request from Gens Vanert (Wednesday)	1	525
1561	Talk to the Gens Vanert. (Wednesday)	5	525
1562	Call from the Gens (Wednesday)	1	526
1563	How have you been? On behalf of the master of our clan, I thank you for answering the call of the clan. I personally hate to let the wandering mercenaries do this job, so I requested to send someone of the clan. I hope this didn't offend you. (Lv. 350-400)	2	526
1564	Please come back later when you are ready.	4	526
1565	Find Gens Vanert and carry out his request.	5	526
1566	Expanding Bussiness (Wednesday)	1	527
1567	Recently things get in the way of the clan's business. Especially things in Vulcanus are the worst.	2	527
1568	We did some investigation and our people got killed by the assassins. Please go to Vulcanus and eliminate monsters.	2	527
1569	Defeat 100 monsters in Vulcanus and return.	3	527
1570	Well done. Please come back every Wednsday	4	527
1571	Defeat 100 monsters in Vulcanus and return.	5	527
1572	Request from the Priestess (Thursday)	1	528
